;Name;Overview;Platform;Year_of_Release;Genre;Publisher;Global_players;Critic_Score;User_Score;Developer;alcohol_reference;animated_blood;blood;blood_and_gore;cartoon_violence;crude_humor;drug_reference;fantasy_violence;intense_violence;language;lyrics;mature_humor;mild_blood;mild_cartoon_violence;mild_fantasy_violence;mild_language;mild_lyrics;mild_suggestive_themes;mild_violence;no_descriptors;nudity;partial_nudity;sexual_content;sexual_themes;simulated_gambling;strong_janguage;strong_sexual_content;suggestive_themes;use_of_alcohol;use_of_drugs_and_alcohol;violence;esrb_rating
483;Lunar: Dragon Song;Lunar: Dragon Song is a traditional two-dimensional role-playing video game with an overhead. isometric viewpoint. Players may move the game's characters in;DS;2005.0;Role-Playing;Rising Star Games;0.12;59.0;6.2;Game Arts;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;T
484;Sonic Adventure 2;Sonic Adventure 2 es un videojuego de la saga Sonic the Hedgehog. que fue desarrollado por el Sonic Team. Es el tercer y último juego de Sonic para la;DC;2001.0;Platform;Sega;0.12;89.0;8.6;Sonic Team;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
485;Psychonauts;Psychonauts es un juego de plataformas que incorpora elementos de aventura. El jugador controla a Razputin en una vista tridimensional en tercera persona. Raz;XB;2005.0;Platform;THQ;0.12;88.0;9.0;Double Fine Productions;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;T
486;The Sky Crawlers: Innocent Aces;The Sky Crawlers: Innocent Aces is a 2008 air combat arcade game for the Wii based on the anime film adaptation of Hiroshi Mori's novel series The Sky;Wii;2008.0;Simulation;Namco Bandai Games;0.12;74.0;7.9;Access Games;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;T
487;Marvel Trading Card Game;Marvel Trading Card Game is a video game for the Nintendo DS. Windows. and PlayStation Portable. It was developed by Vicious Cycle Software and 1st Playable;DS;2007.0;Misc;Konami Digital Entertainment;0.12;61.0;4.9;1st Playable Productions;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;T
488;Self-Defense Training Camp;Self-Defense Training Camp is a sports video game developed by Belgian studio AMA Studios and published by Ubisoft for the Xbox 360. and was released in;X360;2011.0;Sports;Ubisoft;0.12;21.0;5.0;Ubisoft;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
489;Cold Fear;"Cold Fear (""Miedo Frío"". en su traducción al castellano) es un videojuego de género Horror de supervivencia diseñado por Darkworks y publicado por Ubisoft.
 Modos de juego: Un jugador
 Fecha(s) de lanzamiento: 2005
 ‎Historia · ‎El juego";PS2;2005.0;Action;Ubisoft;0.11;68.0;7.7;Darkworks;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
490;InuYasha: A Feudal Fairy Tale;"InuYasha: A Feudal Fairy Tale (犬夜叉 戦国お伽合戦. Inuyasha: Sengoku Otogi Kassen) is a 2D fighting game based on the manga and anime series Inuyasha.
 Genre(s): Fighting
 Release: JP: December 5. 2002; ‎NA‎: April 10.";PS;2002.0;Fighting;Namco Bandai Games;0.11;69.0;9.0;Dimps Corporation;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
491;XXX;No Encontramos Descripcciones;GBA;2002.0;Action;Activision;0.11;50.0;5.0;Digital Eclipse;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;ET
492;Odama;The Odama is a gigantic ball powerful enough to destroy whatever it strikes. friend or foe. Using giant flippers. players aim the Odama to bowl over enemies.;GC;2006.0;Misc;Nintendo;0.11;62.0;8.0;Vivarium;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;T
493;The King of Fighters 2000/2001;"The King of Fighters 2000 es un videojuego arcade publicado en 2000 por la empresa SNK. Es el séptimo juego de la saga The King of Fighters.
 Sistema arcade: Neo Geo MVS
 Modos de juego: 1 y 2 jugadores en batalla 3";PS2;2003.0;Fighting;Ignition Entertainment;0.11;71.0;8.6;SNK Playmore;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;T
494;Death Jr.: Root of Evil;Death Jr. II: Root of Evil es un videojuego perteneciente al género de acción y aventuras desarrollado por la empresa Backbone Entertainment en el año 2008.;Wii;2008.0;Platform;Eidos Interactive;0.11;71.0;8.1;Backbone Entertainment;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
495;DJ Max Fever;DJ Max Fever is a music game for the PlayStation Portable developed by Pentavision and PM Studios. It was released in 2009. Although the franchise has made;PSP;2009.0;Misc;PM Studios;0.11;77.0;6.5;Pentavision Entertainment;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
496;Trauma Center: Under the Knife 2;Trauma Center: Under the Knife 2. conocido en Japón como Kyūkyū Kyūmei Kadukeusu 2 (救急救命 カドゥケウス2). es un videojuego de simulación médica;DS;2008.0;Simulation;Atlus;0.11;79.0;8.5;Vanguard;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
497;Metal Slug 3;"Metal Slug 3 está en los top más jugados. 1.788.319 partidas. ¡Exitazo! Jugar a Metal Slug 3 online es gratis. ¡Disfruta ya de este juegazo de Metal Slug!
 Calificación: 4 · ‎7.934 votos · ‎Gratis · ‎Juego";XB;2004.0;Shooter;Ignition Entertainment;0.1;76.0;5.1;SNK;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;T
498;NASCAR The Game: Inside Line;"NASCAR The Game: Inside Line es la segunda edición de la NASCAR The Game serie simulador de carreras. y la secuela de NASCAR The Game: 2011.
 ‎Jugabilidad · ‎Características · ‎Autos Gen 6 · ‎Version de Windows";X360;2012.0;Racing;Activision;0.1;72.0;3.4;Eutechnyx;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
499;E·O·E: Eve of Extinction;EOE: Eve of Extinction is a beat 'em up video game developed by Yuke's and published by Eidos Interactive;PS2;2002.0;Fighting;Eidos Interactive;0.1;57.0;7.2;Yuke's;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
500;Scribblenauts Unmasked: A DC Comics Adventure;24 sept 2013 — In Scribblenauts Unmasked: A DC Comics Adventure. Maxwell unites with Batman™. Superman™ and the rest of The Justice League™ to restore;WiiU;2013.0;Puzzle;Warner Bros. Interactive Entertainment;0.1;71.0;6.3;5TH Cell;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ET
501;Tornado Outbreak;Una oleada de tornados es la formación de más de seis tornados en un día en la misma región. aunque no existe acuerdo en el número de ellos.;Wii;2009.0;Action;Konami Digital Entertainment;0.1;71.0;8.2;Loose Cannon Studios;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;T
502;MotoGP 2;La categoría Moto2 tiene una normativa específica. diferente de MotoGP y Superbikes. El motor es similar al que monta la Street Triple RS para el modelo de;XB;2003.0;Racing;THQ;0.1;87.0;8.5;Climax Group;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
503;Ar tonelico: Melody of Elemia;Ar tonelico: Melody of Elemia. released in Japan as Ar tonelico: The Girl Who Keeps Singing at the End of the World is a role-playing video game developed;PS2;2006.0;Role-Playing;505 Games;0.1;71.0;7.7;Gust;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
504;Blast Works: Build;Blast Works: Build. Trade. Destroy. known in Europe as Blast Works: Build. Fuse & Destroy. is a side-scrolling shooter video game for the Wii based on the;-4;-4;-4;-4;-4;-4;-4;-4;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;M
505;NASCAR;"NASCAR en inglés National Association for Stock Car Auto Racing (""Asociación Nacional de Carreras de Automóviles de Serie"") es la · La particularidad de estas";PSP;2006.0;Racing;Electronic Arts;0.1;66.0;5.3;Exient Entertainment;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
506;Dungeons;Disfruta de Minecraft como nunca antes en Minecraft Dungeons para Xbox One y Windows 10. Puedes enfrentarte a las mazmorras solo o jugar con hasta cuatro;PC;2011.0;Strategy;Kalypso Media;0.09;65.0;4.6;Realmforge Studios;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ET
507;Burnout Paradise: The Ultimate Box;Burnout Paradise (conocido anteriormente como Burnout 5) es un videojuego de carreras abierto de la serie Burnout. Fue anunciado el 22 de enero de 2008 en;PC;2009.0;Racing;Electronic Arts;0.09;87.0;7.5;Criterion Games;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;T
508;Age of Empires II: The Age of Kings;Age of Empires II: The Age of Kings incluye un editor de escenarios. El programa es similar al de Age of Empires. en el que los jugadores pueden crear misiones;PC;1999.0;Strategy;Microsoft Game Studios;0.09;92.0;9.0;Ensemble Studios;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
509;Gradius V;"Gradius V (グラディウスV. Guradiusu V) es un matamarcianos publicado por Konami para PlayStation 2. último videojuego hasta el momento de la saga Gradius.
 ‎Historia · ‎Jugabilidad · ‎Niveles · ‎Desarrollo";PS2;2004.0;Shooter;Konami Digital Entertainment;0.09;82.0;8.5;Treasure;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;T
510;Beaterator;Beaterator es un mezclador de música lanzado en septiembre de 2009 por Rockstar Games para PlayStation Portable. PlayStation 3 (a través de PlayStation;PSP;2009.0;Misc;Take-Two Interactive;0.09;80.0;7.8;Rockstar Leeds;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;M
511;Metal Slug X;"Metal Slug X está de moda. ¡Ya 127.161 partidas! Juega gratis a este juego de Metal Slug y demuestra lo que vales. ¡Disfruta ahora de Metal Slug X!
 Calificación: 4.2 · ‎912 votos · ‎Gratis · ‎Juego";PS;2001.0;Shooter;Virgin Interactive;0.09;85.0;8.8;ProSoft;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;T
512;Romance of the Three Kingdoms X;"5 dic 2017 — ""Romance of the Three Kingdoms Ⅹ with Power Up Kit"" is an expanded version of ""Romance of the Three Kingdoms Ⅹ."" which was released in";PS2;2005.0;Strategy;Tecmo Koei;0.09;71.0;8.5;Koei;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ET
513;GripShift;GripShift is a video game developed by Sidhe and co-published by Red Mile Entertainment. Sony Online Entertainment and Ubisoft for the PlayStation Portable;PSP;2005.0;Racing;Ubisoft;0.09;70.0;8.7;Sidhe Interactive;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ET
514;Road Trip;Road Trip es una película estadounidense de 2000. escrita y dirigida por Todd Phillips. Protagonizada por Breckin Meyer. Seann William Scott.;PS2;2002.0;Racing;Play It;0.09;80.0;9.0;Takara;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
515;Jimmie Johnson's Anything With an Engine;Jimmie Johnson's Anything with an Engine is a 2011 racing video game for the PlayStation 3. Wii and Xbox 360. The game features NASCAR Sprint Cup Series;X360;2011.0;Racing;Konami Digital Entertainment;0.09;65.0;8.8;Isopod Labs;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
516;echochrome;Echochrome (無限回廊. Mugen Kairō) es un videojuego desarrollado por SCE Japan Studios junto con Game Yaruoze. publicado por Sony para la PSP. en 2008.;PSP;2008.0;Puzzle;Sony Computer Entertainment;0.09;79.0;7.7;SCE/WWS;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
517;Def Jam Fight For NY: The Takeover;"Def Jam Fight for NY: The Takeover es un juego de lucha para la consola portable PlayStation Portable. El juego es un porteo de Def Jam: Fight for NY.
 Modos de juego: Single-player. ‎Multiplayer‎
 Plataforma(s): PlayStation Portable
 Fecha(s) de lanzamiento: NA 29 de julio de 20";PSP;2006.0;Action;Electronic Arts;0.09;79.0;8.2;Aki Corp.;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;T
518;Rugby 2005;Rugby 2005 is a game in the Rugby series by EA Sports. The game allows players to play as many Rugby nations. both major and minor. and includes many;PS2;2005.0;Sports;Electronic Arts;0.09;71.0;8.6;HB Studios Multimedia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
519;Crimson Sea;"Crimson Sea (紅の海. Kurenai no Umi) is a 2002 video game released exclusively for the Microsoft Xbox. The game was developed by Koei.
 Publisher(s): Koei
 Director(s): Fumito Kozutsumi
 Mode(s): Single-player
 Composer(s): Yoshihiro Ike
 Gameplay
 Story
 Reception
 Sequel
 External links
 1 de 5
 The player takes control of Sho. The game features elements from role playing games and the action genre. When Sho isn't on a mission. he can wander around the IAG ship and talk to his comrades. He ca";XB;2002.0;Action;Tecmo Koei;0.09;78.0;8.2;Koei;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
520;The Weakest Link;The Weakest Link es un programa de televisión de origen británico. cuyo formato ha sido vendido a diversos países del mundo. La presentadora es Anne;PS;2001.0;Misc;Activision;0.09;63.0;7.2;Activision;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
521;Ikaruga;"Ikaruga (斑鳩. ''Ikaruga'' lit. Picogordo japonés) es un videojuego que pertenece al género de los matamarcianos desarrollado por Treasure.
 Modos de juego: 1-2 jugadores
 Género(s): Matamarcianos
 Plataforma(s): GameCube. ‎Dreamcast‎. Arcade";GC;2003.0;Shooter;Atari;0.09;85.0;8.5;Treasure;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ET
522;F.E.A.R. Files;"TODA la información sobre el videojuego F.E.A.R. Files para Xbox 360. Lanzamiento. últimas noticias. análisis. imágenes. gameplays y mucho más.
 Rating: 9/10 · ‎4 opiniones";X360;2007.0;Shooter;Vivendi Games;0.09;66.0;7.1;TimeGate Studios;0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;M
523;The Sims 2: Apartment Life;"Los Sims 2: comparten piso · 1 Novedades. 1.1 Vivir en un apartamento; 1.2 Barrio; 1.3 Nuevas interacciones; 1.4 Brujería; 1.5 Nuevos objetos y herramientas; 1.6";PC;2008.0;Simulation;Electronic Arts;0.09;75.0;7.7;Electronic Arts;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
524;The Golf Club;The Golf Club es un simulador de golf de próxima generación que ofrece una jugabilidad extraordinaria y una magnífica presentación visual.;PS4;2014.0;Sports;Unknown;0.08;66.0;6.3;HB Studios Multimedia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
525;State of Emergency 2;State of Emergency 2 is the sequel to State of Emergency. developed by DC Studios. The game is available on PlayStation 2. It takes place four years after;PS2;2006.0;Shooter;SouthPeak Games;0.08;44.0;5.8;DC Studios;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
526;Seven Samurai 20XX;Seven Samurai 20XX es un videojuego de acción programado por la compañía Dimps y editado por Sammy. Fue lanzado para la consola PlayStation 2 en el año 2004;PS2;2004.0;Action;Sega;0.08;52.0;7.0;Dimps Corporation;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ET
527;NBA 10: The Inside;"Imagen 1 de 4 de Juego De Psp.nba 10 The Ínside.
 COP 20.000.00 · ‎Disponible";PSP;2009.0;Sports;Sony Computer Entertainment;0.08;69.0;3.0;SCEA San Diego Studios;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
528;Samurai Shodown Sen;Samurai Spirits Sen (サムライスピリッツ閃) is the fourth 3D game in SNK Playmore's Samurai Shodown series of fighting games. and the eleventh overall title;X360;2009.0;Fighting;Rising Star Games;0.08;46.0;5.2;K2 LLC;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
529;Earth Defense Force 2017;Earth Defense Force 2017 (THE地球防衛軍3 The Chikyū Bōeigun 3). conocido en España como Fuerza de defensa terrestre 2017 y también por las abreviaturas;X360;2006.0;Action;D3Publisher;0.08;69.0;7.7;Sandlot;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
530;Song of the Deep;From the creators of Ratchet & Clank. Song of the Deep is a metroidvania-style action-adventure game following a young girl's quest into the unknown to find;PS4;2016.0;Action;Insomniac Games;0.08;69.0;7.3;Insomniac Games;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;M
531;Infernal: Hell's Vengeance;"Infernal: Hell's Vengeance is a third-person shooter published by Playlogic. Infernal: Hell's Vengeance is a port of the 2007 PC game Infernal.
 Mode(s): Single-player
 Genre(s): Third-person shooter
 Publisher(s): Playlogic Entertainment
 Developer(s): Metropolis Software";X360;2009.0;Shooter;Playlogic Game Factory;0.08;35.0;5.3;Metropolis Software;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
532;Zero Escape: Zero Time Dilemma;29 jun 2016 — The experiment wasn't supposed to be like this. Nine participants awaken in an underground facility. imprisoned with a strange black bracelet on;3DS;2016.0;Adventure;Aksys Games;0.08;81.0;8.5;Spike Chunsoft;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;M
533;Stella Deus: The Gate of Eternity;Stella Deus (ステラデウス. Sutera Deusu). released in the west as Stella Deus: The Gate of Eternity. is a tactical role-playing game co-developed by Atlus;PS2;2004.0;Strategy;505 Games;0.08;75.0;8.0;Pinegrow;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
534;In The Groove;In the Groove utiliza mecanismos similares a los de la serie de Konami. Dance Dance Revolution. La base del juego consiste en que el jugador mueve sus pies en;PS2;2005.0;Misc;RedOctane;0.07;72.0;9.0;Roxor Games;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ET
535;Torchlight;"Descarga y juega a Torchlight II en la Epic Games Store. ¡Comprueba la disponibilidad de plataforma y el precio!
 Disponible";PC;2009.0;Role-Playing;JoWood Productions;0.07;83.0;8.0;Runic Games;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;T
536;Still Life;"Still Life (álbum de Opeth). el cuarto álbum del grupo sueco Opeth. ""Still Life"" (American Concert 1981). un álbum en directo publicado por los Rolling Stones";XB;2005.0;Adventure;Microids;0.07;70.0;8.2;Microids;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;E
